name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
VHS 1256-1257 b,1,11.2,,,,,,,,,880,,imaging,2015,17/11/30,12 56 01.922,-12 57 23.990,12.7,,,,,,"Confirmed planets, Planets in binary systems, P-type"
Kepler-1840 b,0,0.02560,0.248,131.19000240,0.464400,0.000000,,,,89.970,2.84000000000e+02,,transit,2021,22/02/01,19 54 23,+41 26 09,513.1070000,0.77,0.80,0.140,4898.00,,Confirmed planets
KOI-372 b,0,3.25,0.747,125.63243,0.4988,0.172,791,,,89.845,,,transit,2015,17/11/28,19 56 29.3872,+41 52 00.3179,310.01,1.014,1.122,-0.01,5820,1.0,Confirmed planets
KOI-372 c,0,,,,,,,,,,,,timing,2015,17/11/28,19 56 29.3872,+41 52 00.3179,310.01,1.014,1.122,-0.01,5820,1.0,Confirmed planets
CoRoT-36 b,0,0.68,1.41,5.616531,0.066,0.0,,,,85.83,1567.0,,transit,2022,22/07/19,18 30 60.00,+07 11 01.00,954.0,1.32,1.52,-0.1,6730.0,,Confirmed planets
Kepler-1127 b,0,,0.175,5.123303470,,,,,,,,,transit,2016,16/05/10,19 32 52.1761,+42 43 14.4911,862.887,0.97,0.95,0.04,5664.0,,Confirmed planets
Kepler-74 b,0,0.63,0.96,7.340711,0.0781,0,,,,87.46,,,transit,2012,15/01/27,19 32 22.2087,+41 21 19.9076,1330,1.18,1.12,0.42,6000,0.8,Confirmed planets
HATS-40 b,0,1.59000,1.580,3.26427360,0.049970,0.312000,,,,85.800,2101,,transit,2018,18/04/12,06 42 17.1043,-29 46 36.4946,1431.00,1.56,2.26,0.010,6460.00,,Confirmed planets
WASP-43 b,0,2.034,1.036,0.81347753,0.01526,0.0035,,,,82.33,1317.6,,transit,2011,12/05/29,10 19 38.0089,-09 48 22.6031,80,0.717,0.667,-0.01,4520.0,,Confirmed planets
Kepler-53 b,0,,0.25608,18.649113,,,,,,,,,transit,2014,14/02/26,19 21 50.8280,+40 33 44.8861,1430.64,1.0650,0.958,,6085,,Confirmed planets
Kepler-53 d,0,,0.19320,9.751962,,,,,,,,,transit,2014,14/02/26,19 21 50.8280,+40 33 44.8861,1430.64,1.0650,0.958,,6085,,Confirmed planets
Kepler-53 c,0,,0.33992,38.558585,,,,,,,,,transit,2014,14/02/26,19 21 50.8280,+40 33 44.8861,1430.64,1.0650,0.958,,6085,,Confirmed planets
K2-68 b,0,,0.1633,8.05479,,,,,,88.7,,,transit,2018,18/07/24,22 16 04.7481,-10 34 02.3666,173.500,0.751,0.702,-0.21,,,Confirmed planets
KMT-2021-BLG-1898 b,0,0.76,,,2.5,,,,,,,,microlensing,2022,22/04/26,17 42 46.00,-27 22 33.00,6900.0,0.48,,,,,Confirmed planets
Kepler-908 b,0,,0.109,1.340597470,,,,,,,,,transit,2016,16/05/10,19 41 17.3995,+39 22 35.3866,293.29,1.11,1.12,0.15,5973.0,,Confirmed planets
Kepler-1895 b,0,0.01620,0.189,6.07029009,0.061500,0.000000,,,,89.170,7.89000000000e+02,,transit,2021,22/02/01,19 26 42,+48 45 45,984.1870000,0.86,0.76,0.100,5076.00,,Confirmed planets
K2-73 b,0,,0.2346,7.49569,,,,,,88.4,,,transit,2018,18/07/24,22 20 06.1073,-09 03 22.0661,290.000,1.043,1.05,0.09,,,Confirmed planets
OGLE-2003-BLG-235L b,0,2.6,,,,,,,,,,,microlensing,2004,18/09/18,18 05 16.35,-28 53 42.0,5800,0.63,,,,,Confirmed planets
Kepler-1084 b,0,,0.099,2.053336790,,,,,,,,,transit,2016,16/05/10,19 20 24.4740,+48 15 04.0828,410.24,1.12,1.28,-0.02,6113.0,,Confirmed planets
HD 10647 b,0,0.94,,989.2,2.015,0.15,212,,,,195.9,,RV,2003,12/11/29,01 42 29.3148,-53 44 26.9911,17.3,1.11,1.1,0.0,6039.0,1.4,Confirmed planets
Kepler-838 b,0,,0.244,15.749579940,,,,,,,,,transit,2016,16/05/10,19 01 44.5214,+45 58 33.5644,1140.12,0.98,0.96,-0.06,5770.0,,Confirmed planets
Kepler-251 c,0,,0.25243,16.514043,,,,,,,,,transit,2014,14/02/26,19 46 15.8966,+44 06 21.1186,1016.85,0.9600,0.890,,5526,,Confirmed planets
Kepler-251 d,0,,0.25243,30.133001,,,,,,,,,transit,2014,14/02/26,19 46 15.8966,+44 06 21.1186,1016.85,0.9600,0.890,,5526,,Confirmed planets
Kepler-251 b,0,,0.12120,4.790936,,,,,,,,,transit,2014,14/02/26,19 46 15.8966,+44 06 21.1186,1016.85,0.9600,0.890,,5526,,Confirmed planets
Kepler-251 e,0,,0.25243,99.640161,,,,,,,,,transit,2014,14/02/26,19 46 15.8966,+44 06 21.1186,1016.85,0.9600,0.890,,5526,,Confirmed planets
Kepler-582 b,0,,0.328,18.492356680,,,,,,,,,transit,2016,16/05/10,19 50 00.8865,+41 03 25.2144,624.064,0.93,0.91,0.01,5564.0,,Confirmed planets
OGLE-TR-211 b,0,0.75,1.26,3.67724,0.051,0.0,,,,87.2,1581.5,,transit,2007,10/06/24,10 40 14.3825,-62 27 20.0190,,1.33,1.64,0.11,6325.0,,Confirmed planets
HD 167677 b,0,2.85000,1.180,1820.00000000,2.877000,0.182000,302.0000,,,28.700,,,RV,2023,23/10/15,18 16 50,-11 24 24,54.3258000,0.96,0.95,-0.290,5474.00,,Confirmed planets
Kepler-436 b,0,,0.244,64.00205,0.339,,,,,89.93,,,transit,2015,15/01/28,20 06 52.9788,+44 24 43.4836,618,0.729,0.697,0.01,4651,3.0,Confirmed planets
Kepler-436 c,0,,0.208,16.797138740,,,,,,,,,transit,2016,16/05/10,20 06 52.9788,+44 24 43.4836,618,0.729,0.697,0.01,4651,3.0,Confirmed planets
Kepler-668 b,0,,0.241,8.353906390,,,,,,,,,transit,2016,16/05/10,19 01 59.8265,+49 16 38.3796,802.504,0.87,0.82,-0.06,5352.0,,Confirmed planets
eta Cet b,0,2.46,,407.3,1.27,0.17,247.2,,,81.9,,,RV,2014,15/12/11,01 08 35.39148,-10 10 56.1570,37.99,1.7,14.3,0.12,4528,,Confirmed planets
eta Cet c,0,3.16,,744.3,1.93,0.02,36.67,,,81.9,,,RV,2014,15/12/11,01 08 35.39148,-10 10 56.1570,37.99,1.7,14.3,0.12,4528,,Confirmed planets
Kepler-899 b,0,,0.239,19.178912930,,,,,,,,,transit,2016,16/05/10,19 49 55.8228,+40 40 50.8025,1291.32,0.93,0.91,-0.06,5595.0,,Confirmed planets
Kepler-1398 b,0,,0.080,2.788156790,,,,,,,,,transit,2016,16/05/10,19 39 27.8822,+48 38 20.3718,873.668,1.13,1.18,0.01,6126.0,,Confirmed planets
Kepler-1398 c,0,,0.092,4.138275950,,,,,,,,,transit,2016,16/05/10,19 39 27.8822,+48 38 20.3718,873.668,1.13,1.18,0.01,6126.0,,Confirmed planets
Kepler-1165 c,0,0.03540,0.300,29.96870041,0.196900,0.000000,,,,89.520,6.44000000000e+02,,transit,2021,22/09/15,19 07 53,+44 42 30,1575.2000000,1.13,1.08,-0.040,6249.00,,Confirmed planets
Kepler-1165 b,0,0.00951,0.138,9.47852200,0.091400,0.000000,,,,89.460,9.46000000000e+02,,transit,2016,22/09/15,19 07 53,+44 42 30,1575.2000000,1.13,1.08,-0.040,6249.00,,Confirmed planets
HD 69123 b,0,3.04,,1193.3,2.48,0.19,292.7,,,,,,RV,2022,22/01/06,08 14 13.00,-35 29 24.00,75.1,1.68,7.72,0.05,4787.0,,Confirmed planets
Kepler-101 b,0,0.161,0.515,3.4876812,0.0474,0.086,231,,,85.82,,,transit,2014,15/01/27,18 53 01.3205,+48 21 18.7837,990.44,1.17,1.56,,5667,5.9,Confirmed planets
Kepler-101 c,0,,0.112,6.029760,0.0684,,,,,84.6,,,transit,2014,15/01/27,18 53 01.3205,+48 21 18.7837,990.44,1.17,1.56,,5667,5.9,Confirmed planets
Kepler-1171 b,0,,0.228,1.442592240,,,,,,,,,transit,2016,16/05/10,19 39 50.1409,+38 35 29.6896,582.377,1.58,1.95,-0.01,7044.0,,Confirmed planets
WASP-113 b,0,0.475,1.409,4.54216874538,0.05885,0.0,,,,86.46,,,transit,2016,16/07/11,14 59 29.4780,+46 57 36.4801,360.0,1.318,1.608,0.1,5890.0,,Confirmed planets
EPIC 201595106 b,0,0.00705,0.116,0.87721400,,,,,,89.200,1.87400000000e+03,,transit,2021,22/09/15,12 14 53,+01 58 05,232.1000000,1.02,0.93,-0.010,5820.00,,Confirmed planets
GJ 685 b,0,0.02832,,24.16000000,0.134400,0.000000,,,,,,,RV,2019,19/04/11,17 35 34.4785,+61 40 53.6265,14.32,0.55,0.54,-0.150,3816.00,,Confirmed planets
Kepler-1216 b,0,,0.124,4.370345360,,,,,,,,,transit,2016,16/05/10,19 09 37.2795,+45 55 04.7640,1305.31,0.99,0.98,0.03,5743.0,,Confirmed planets
HD 95872 b,0,4.6,,4375,5.2,0.06,17,,,,,,RV,2015,15/12/28,11 03 28.0904,-22 05 38.3449,72.4,0.95,,0.41,5312,10.0,Confirmed planets
HATS-4 b,0,1.323,1.020,2.516729,0.0362,0.016,,,,88.5,1315,,transit,2014,14/02/26,06 16 26.9016,-22 32 48.8150,420,1.001,0.925,0.43,5403,2.1,Confirmed planets
NGTS-20 b,0,2.98,1.07,54.18915,0.313,0.432,66.1,,,,688.0,,transit,2022,22/07/11,03 05 10.00,-21 56 01.00,366.2,1.47,1.78,0.15,5980.0,,Confirmed planets
Kepler-1124 b,0,,0.114,2.852348970,,,,,,,,,transit,2016,16/05/10,19 06 22.6217,+37 53 28.5233,292.287,0.35,0.34,-0.59,3658.0,,Confirmed planets
TOI-2525 b,0,0.08400,0.774,23.28560000,0.151100,0.170000,345.9000,,,89.500,5.56000000000e+02,,transit,2023,23/10/15,05 47 24,-60 31 17,395.3980000,0.85,0.79,0.140,5096.00,,Confirmed planets
TOI-2525 c,0,0.65700,0.904,49.25190000,0.249000,0.157000,21.5000,,,89.970,6.03000000000e+02,,transit,2023,23/10/15,05 47 24,-60 31 17,395.3980000,0.85,0.79,0.140,5096.00,,Confirmed planets
KOI-1599 b,0,0.02832,0.170,13.60880000,0.112293,0.011400,49.9510,,,88.600,,,transit,2019,19/05/23,19 53 29.7222,+40 37 06.3792,1168.99,1.02,0.97,,,,Confirmed planets
KOI-1599 c,0,0.01447,0.170,20.44150000,0.147280,0.014000,230.1750,,,89.780,,,transit,2019,19/05/23,19 53 29.7222,+40 37 06.3792,1168.99,1.02,0.97,,,,Confirmed planets
HD 217958 b,0,0.59160,1.260,2560.19774386,3.748429,0.156249,252.2577,,,91.357,,,RV,2022,22/09/27,23 04 33,-25 41 30,61.7957000,1.08,1.33,0.287,5930.64,,Confirmed planets
Wendelstein-2 b,0,0.73100,1.159,1.75222390,0.023400,0.057000,,,,87.870,2470,,transit,2020,20/07/09,19 51 10,+16 54 45,574.40,0.73,0.66,,4591.00,,Confirmed planets
Kepler-1137 b,0,,0.196,23.921079100,,,,,,,,,transit,2016,16/05/10,19 08 31.2545,+48 39 55.2934,946.79,1.50,1.84,0.05,6807.0,,Confirmed planets
NGTS-10 b,0,2.162,1.205,0.7668944,0.0143,0,,,,79.11,1332,,transit,2019,19/09/26,06 07 29.3376,-25 35 41.6760,325,0.696,0.697,-0.02,4400,10.4,Confirmed planets
GJ 143 b,0,0.07142,0.233,35.61253000,0.191500,0.188000,98.0000,,,89.330,422,,transit,2019,19/04/25,03 26 59.2228,-63 29 56.7618,16.33,0.73,0.69,0.003,4640.00,,Confirmed planets
GJ 143 c,0,0.01164,0.080,7.78993000,0.069500,,,,,88.900,701,,transit,2019,19/04/25,03 26 59.2228,-63 29 56.7618,16.33,0.73,0.69,0.003,4640.00,,Confirmed planets
HD 52265 b,0,1.05,,119.6,0.5,0.35,,,,,426.0,,RV,2000,14/06/24,07 00 18.0357,-05 22 01.7784,28.1,1.2,1.25,0.21,6159.0,3.5,Confirmed planets
Kepler-923 b,0,,0.123,6.933664760,,,,,,,,,transit,2016,16/05/10,19 36 41.0605,+40 03 18.5684,1029.55,1.11,1.26,0.07,5988.0,,Confirmed planets
K2-72 b,0,,0.096,5.57721200,0.040000,0.110000,7.4900,,,89.150,,,transit,2016,17/10/26,22 18 29.2548,-09 36 44.3823,66.56,0.27,0.33,,3360.47,,Confirmed planets
K2-72 c,0,,0.103,15.18903400,0.078000,0.110000,16.8300,,,89.540,,,transit,2016,17/10/26,22 18 29.2548,-09 36 44.3823,66.56,0.27,0.33,,3360.47,,Confirmed planets
K2-72 d,0,,0.090,7.76017800,0.050000,0.110000,14.2800,,,89.260,,,transit,2016,17/10/26,22 18 29.2548,-09 36 44.3823,66.56,0.27,0.33,,3360.47,,Confirmed planets
K2-72 e,0,,0.115,24.15886800,0.106000,0.110000,11.3900,,,89.680,,,transit,2016,17/10/26,22 18 29.2548,-09 36 44.3823,66.56,0.27,0.33,,3360.47,,Confirmed planets
WASP-59 b,0,0.863,0.775,7.919585,0.0697,0.100,,,,89.27,,,transit,2011,11/09/13,23 18 29.5475,+24 53 21.4364,125,0.719,0.613,-0.15,4650,,Confirmed planets
K2-404 b,0,0.02180,0.226,13.11536500,,,,,,,,,transit,2022,22/03/01,10 41 18,+12 11 28,121.6300000,0.55,0.55,0.005,3748.00,,Confirmed planets
KIC 5437945 b,0,,0.571,440.78130,,,,,,89.904,,,transit,2015,16/01/09,19 13 53.9653,+40 39 04.8191,1322.4,1.07,1.24,-0.38,6340,,Confirmed planets
KOI-3791.02,0,,0.5442,220.1303357,,,,,,89.95,,,transit,2013,16/01/09,19 13 53.9653,+40 39 04.8191,1322.4,1.07,1.24,-0.38,6340,,Controversial
TOI-3362 b,0,5.029,1.142,18.09547,0.153,0.815,50.873,,,89.14,,,transit,2021,21/09/09,10 23 56.00,-56 50 35.00,370.85,1.445,1.83,0.017,6532.0,,Confirmed planets
HD 117618 b,0,0.178,,25.827,0.176,0.42,,,,,664.2,,RV,2004,09/10/06,13 32 25.5555,-47 16 16.9133,38,1.05,1.19,0.04,5861.0,,Confirmed planets
HD 117618.02,0,0.2,,318,0.93,0.00,0,,,,,,RV,2013,15/04/23,13 32 25.5555,-47 16 16.9133,38,1.05,1.19,0.04,5861.0,,Controversial
Kepler-832 b,0,,0.184,7.139694100,,,,,,,,,transit,2016,16/05/10,19 43 42.2655,+45 23 01.9142,,0.92,0.90,-0.08,5596.0,,Confirmed planets
Kepler-1143 b,0,,0.149,2.888904850,,,,,,,,,transit,2016,16/05/10,19 09 12.6731,+39 17 22.8590,564.111,0.81,0.77,-0.06,5053.0,,Confirmed planets
Kepler-1143 c,0,,0.321,210.630591000,,,,,,,,,transit,2016,16/05/10,19 09 12.6731,+39 17 22.8590,564.111,0.81,0.77,-0.06,5053.0,,Confirmed planets
Kepler-759 b,0,,0.203,41.805985000,,,,,,,,,transit,2016,16/05/10,19 20 31.5554,+41 22 53.3812,,1.04,1.04,0.06,5860.0,,Confirmed planets
Kepler-1924 b,0,0.02370,0.237,15.33170033,0.121600,0.000000,,,,86.550,8.21000000000e+02,,transit,2021,22/02/01,19 35 04,+42 49 45,1910.7700000,1.02,1.29,0.160,5726.00,,Confirmed planets
HD 72892 b,0,5.45,,39.475,0.228,0.423,353.0,,,,,,RV,2016,16/04/02,08 34 52.5948,-14 27 24.1107,72.78,1.02,1.22,0.25,5688.0,8.0,Confirmed planets
Kepler-624 b,0,,0.206,14.586496070,,,,,,,,,transit,2016,16/05/10,19 40 46.4067,+39 32 22.8019,764.468,1.10,1.18,-0.06,6117.0,,Confirmed planets
BD+15 2375 b,0,1.061,,153.22,0.576,0.001,55,,,,,,RV,2016,17/12/09,11 45 55.7138,+14 36 58.9267,610,1.08,8.95,-0.22,4649,7.4,Confirmed planets
Kepler-1937 b,0,0.02950,0.270,9.68859959,0.094300,0.000000,,,,89.820,1.01400000000e+03,,transit,2021,22/02/01,19 22 38,+40 46 43,905.0690000,1.19,1.20,-0.060,6457.00,,Confirmed planets
WASP-46 b,0,1.91,1.174,1.43036763,0.02335,,,,,82.80,,,transit,2011,17/12/15,21 14 56.8596,-55 52 18.4600,379.363,0.828,0.858,-0.3,5600,9.6,Confirmed planets
Kepler-839 b,0,,0.229,37.814451400,,,,,,,,,transit,2016,16/05/10,19 24 17.9224,+45 14 33.3143,970.968,1.22,1.31,0.29,6058.0,,Confirmed planets
Kepler-51 b,0,0.0066,0.633,45.1540,0.2514,0.04,,,,89.8,,,transit,2012,15/12/12,19 45 55.1429,+49 56 15.6506,801.732,1.04,0.88,,6018,0.3,Confirmed planets
Kepler-51 c,0,0.0126,0.803,85.312,0.384,0.014,,,,89.4,,,transit,2012,15/12/12,19 45 55.1429,+49 56 15.6506,801.732,1.04,0.88,,6018,0.3,Confirmed planets
Kepler-51 d,0,0.0239,0.865,130.194,0.509,,,,,89.9,,,transit,2014,15/12/12,19 45 55.1429,+49 56 15.6506,801.732,1.04,0.88,,6018,0.3,Confirmed planets
Kepler-170 b,0,,0.29162,7.930592,,,,,,,,,transit,2014,14/02/26,18 58 05.0840,+41 37 46.5750,849.82,1.0890,1.035,,5679,,Confirmed planets
Kepler-170 c,0,,0.26063,16.665863,,,,,,,,,transit,2014,14/02/26,18 58 05.0840,+41 37 46.5750,849.82,1.0890,1.035,,5679,,Confirmed planets
TOI-244 b,0,0.00843,0.136,7.39722500,0.055900,,,,,88.320,4.58000000000e+02,,transit,2023,23/10/15,00 42 17,-36 43 05,22.0337000,0.43,0.43,-0.390,3433.00,,Confirmed planets
Kepler-1481 b,0,,0.110,5.942209980,,,,,,,,,transit,2016,16/05/10,19 17 45.3610,+49 43 52.3978,465.203,0.80,0.75,0.04,4908.0,,Confirmed planets
Kepler-196 b,0,,0.17315,20.739886,,,,,,,,,transit,2014,14/02/26,18 59 52.4460,+42 04 45.0785,470.92,,0.782,,5128,,Confirmed planets
Kepler-196 c,0,,0.20413,47.427737,,,,,,,,,transit,2014,14/02/26,18 59 52.4460,+42 04 45.0785,470.92,,0.782,,5128,,Confirmed planets
HD 29021 b,0,2.4,,1362.3,2.28,0.459,,,,,,,RV,2017,17/06/29,04 37 52.2213,+60 40 34.3179,30.6,0.85,0.85,-0.24,5560.0,7.4,Confirmed planets
Kepler-998 b,0,,0.207,5.653777330,,,,,,,,,transit,2016,16/05/10,19 47 00.9961,+49 12 31.3713,1015.13,1.12,1.18,0.07,6058.0,,Confirmed planets
FU Tau B,0,15,,,,,,,,,2375,,imaging,2009,11/09/19,04 23 35.3912,+25 03 02.7418,140,0.05,,,2838.0,,Confirmed planets
Kepler-1051 b,0,,0.303,25.962002490,,,,,,,,,transit,2016,16/05/10,19 40 37.9434,+40 53 55.8419,849.545,1.43,1.73,0.04,6675.0,,Confirmed planets
HD 164604 b,0,2.7,,606.4,1.13,0.24,,,,,157.4,,RV,2010,10/01/26,18 03 06.9331,-28 33 38.3575,38,0.8,,-0.18,5150.0,,Confirmed planets
HATS-18 b,0,1.97950,1.329,0.83784000,0.017400,,,,,85.290,2069,,transit,2016,19/07/11,11 35 49.7771,-29 09 21.7539,645.00,1.04,1.02,,5600.00,,Confirmed planets
Kepler-1830 b,0,0.03480,0.297,56.49330139,0.325900,0.000000,,,,88.890,6.81000000000e+02,,transit,2021,22/09/15,19 40 33,+40 58 45,1056.8800000,1.44,2.05,0.240,6160.00,,Confirmed planets
Kepler-200 b,0,,0.19411,8.594805,,,,,,,,,transit,2014,14/02/26,18 57 38.3804,+41 14 14.8544,643.59,1.0420,0.944,,5678,,Confirmed planets
Kepler-200 c,0,,0.14490,10.222157,,,,,,,,,transit,2014,14/02/26,18 57 38.3804,+41 14 14.8544,643.59,1.0420,0.944,,5678,,Confirmed planets
Gliese 674 b,0,0.037,,4.6938,0.039,0.2,,,,,519.6,,RV,2007,07/04/25,17 28 39.9455,-46 53 42.6932,4.54,0.35,,-0.28,3600.0,,Confirmed planets
HD 169142 b,0,3.00000,1.170,,37.200000,,,,,13.000,,,imaging,2023,23/10/15,18 24 30,-29 46 50,113.6000000,1.85,1.54,,7246.00,,Confirmed planets
Kepler-447 b,0,1.37,1.65,7.79430132,0.0769,0.123,,,,86.55,,,transit,2015,15/02/11,19 01 04.4557,+48 33 35.9446,270.117,0.764,0.872,0.07,5493,,Confirmed planets
BD+02.3313 b,0,34.1,,1393.0,2.47,0.47,351.3,,,,,,RV,2021,21/01/28,17 25 56.00,+02 05 27.00,292.8,1.03,8.47,0.1,4425.0,,Confirmed planets
Kepler-673 b,0,,0.583,3.728731090,,,,,,,,,transit,2016,16/05/10,19 23 08.5891,+50 03 14.7468,942.863,0.88,0.84,0.00,5355.0,,Confirmed planets
Kepler-1832 b,0,0.00637,0.109,3.13878989,0.037000,0.000000,,,,88.100,1.02200000000e+03,,transit,2021,22/09/15,19 59 24,+43 43 55,486.1740000,0.68,0.72,-0.540,5242.00,,Confirmed planets
HD 18742 b,0,2.7,,772,1.92,0,,,,,354.4,,RV,2011,12/08/07,03 00 10.6565,-20 48 09.3742,135,1.60,4.9,-0.04,5048.0,,Confirmed planets
Kepler-1196 b,0,,0.199,66.184903100,,,,,,,,,transit,2016,16/05/10,19 29 28.6998,+43 54 38.8905,947.149,0.98,0.97,0.00,5756.0,,Confirmed planets
Kepler-1163 b,0,,0.092,6.117868980,,,,,,,,,transit,2016,16/05/10,19 20 56.6105,+50 01 48.2492,485.319,1.22,1.35,0.02,6302.0,,Confirmed planets
TYC 3318-01333-1 b,0,3.42000,,562.00000000,1.414000,0.098000,129.0000,,,,,,RV,2018,18/01/25,03 02 19.7862,+49 44 38.9798,497.41,1.19,5.90,-0.060,4776.00,,Confirmed planets
K2-129 b,0,,0.093,8.23949300,0.057000,0.130000,39.8900,,,89.210,,,transit,2017,17/10/05,19 16 35.5928,-25 38 41.9270,27.82,0.36,0.36,,3459.09,,Confirmed planets
WASP-4 b,0,1.18600,1.321,1.33823147,0.022600,0.000000,,,,89.060,,,transit,2007,19/08/15,23 34 15.0858,-42 03 41.0494,269.21,0.86,0.89,-0.070,5400.00,,Confirmed planets
K2-190 b,0,,0.1213,10.09886,,,,,,88.4,,,transit,2018,18/07/24,13 41 27.2528,-13 09 39.3111,145.800,0.905,0.912,-0.19,,,Confirmed planets
K2-190 c,0,,0.0972,21.5740,,,,,,89.0,,,transit,2018,18/07/24,13 41 27.2528,-13 09 39.3111,145.800,0.905,0.912,-0.19,,,Confirmed planets
HD 48265 b,0,1.16,,700,1.51,0.18,,,,,291.4,,RV,2008,09/05/20,06 40 01.7271,-48 32 31.0430,87.4,0.93,,0.17,5940.0,,Confirmed planets
NGTS-3 A b,2,2.38,1.48,1.6753728,,0,,,,89.56,,,transit,2018,18/05/03,06 17 46.752,-35 42 23.02,760.3,1.017,0.93,0.12,5600,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-798 b,0,,0.213,13.719333690,,,,,,,,,transit,2016,16/05/10,19 29 54.7748,+42 08 32.1462,1000.1,1.19,1.29,0.03,6224.0,,Confirmed planets
HD 131664 b,0,85.2,,1951,3.17,0.638,149.7,,320.8,167.1,,,RV,,15/01/14,15 00 06.0799,-73 32 07.2264,55.43,1.10,1.16,0.32,5886,2.4,Controversial
KMT-2019-BLG-1806L b,0,0.01469,0.179,,3.020000,,,,,,,,microlensing,2023,23/10/15,18 02 09,-29 24 54,6640.0000000,0.74,,,,,Confirmed planets
EPIC 228836835 b,0,0.00430,0.098,0.72811300,,,,,,89.700,9.32000000000e+02,,transit,2021,22/09/15,12 38 18,-05 14 41,150.1240000,0.42,0.32,-0.180,3782.00,,Confirmed planets
HATS-52 b,0,2.24,1.382,1.36665436,0.02498,0,,,,84.7,1834,,transit,2017,17/12/12,09 20 21.0456,-31 16 09.4912,564.1,1.111,1.046,0.22,6010,1.2,Confirmed planets
HD 178911 B b,2,6.292,,71.487,0.32,0.1243,,,,,469.8,,RV,2001,12/12/07,19 09 03,+34 35 59,46.73,1.07,1.14,0.28,5650.0,,"Confirmed planets, Planets in binary systems, S-type"
TOI-2669 b,0,0.61,1.76,6.2034,,0.09,140.0,,,,,,transit,2022,22/01/18,08 58 53.00,-13 18 45.00,,1.19,4.1,0.1,4800.0,,Confirmed planets
Kepler-213 b,0,,0.14763,2.462360,,,,,,,,,transit,2014,14/02/26,19 23 17.8054,+44 38 49.8615,702.35,0.9760,1.195,,5696,,Confirmed planets
Kepler-213 c,0,,0.21324,4.822962,,,,,,,,,transit,2014,14/02/26,19 23 17.8054,+44 38 49.8615,702.35,0.9760,1.195,,5696,,Confirmed planets
EPIC 210490365 b,0,,0.306,3.484552,,0.27,62.10,,,88.32,,,transit,2015,15/12/06,04 13 05.6134,+15 14 52.0138,45.7,0.294,0.295,0.15,3180,,"Confirmed planets, Planets in open clusters"
HIP 34222 b,0,0.83,,159.986,0.492,0.305,,,,,,,RV,2021,21/12/03,07 05 42.00,+27 28 15.00,22.85,0.62,,,,,Confirmed planets
KIC 9632895 b,1,0.019503,0.561818,240.503,0.7877,0.0379,-178.59,,2.138,89.4338,,,transit,2014,14/09/08,18 52 58,+46 22 42,500,,,,,,"Confirmed planets, Planets in binary systems, P-type"
Kepler-32 b,0,,0.19137,5.901263,,,,,,,,,transit,2012,14/02/26,19 51 22.1742,+46 34 27.3897,399,0.58,0.53,,3900.0,,Confirmed planets
Kepler-32 c,0,,0.20231,8.752212,,,,,,,,,transit,2012,14/02/26,19 51 22.1742,+46 34 27.3897,399,0.58,0.53,,3900.0,,Confirmed planets
Kepler-32 d,0,,0.21780,22.780815,,,,,,,,,transit,2013,14/02/26,19 51 22.1742,+46 34 27.3897,399,0.58,0.53,,3900.0,,Confirmed planets
Kepler-32 e,0,,0.10024,2.896027,,,,,,,,,transit,2013,14/02/26,19 51 22.1742,+46 34 27.3897,399,0.58,0.53,,3900.0,,Confirmed planets
Kepler-32 f,0,,0.07290,0.742950,,,,,,,,,transit,2013,14/02/26,19 51 22.1742,+46 34 27.3897,399,0.58,0.53,,3900.0,,Confirmed planets
KMT-2016-BLG-1107L b,0,3.28300,,,0.342000,,,,,,,,microlensing,2019,19/02/21,17 45 40,-26 01 54,6651.00,0.09,,,,,Confirmed planets
TOI-1238 b,0,0.01183,0.1079,0.764597,0.0139,,,,,86.51,1130.0,,transit,2021,21/11/30,13 25 32.00,+68 50 10.00,70.6424,0.59,0.58,0.31,4089.0,,Confirmed planets
TOI-1238 c,0,0.02618,0.1882,3.294736,0.037,,,,,88.38,700.0,,transit,2021,21/11/30,13 25 32.00,+68 50 10.00,70.6424,0.59,0.58,0.31,4089.0,,Confirmed planets
Kepler-1417 b,0,,0.089,20.350521300,,,,,,,,,transit,2016,16/05/10,19 23 47.9769,+40 36 18.7765,1020.93,1.02,1.02,0.02,5839.0,,Confirmed planets
HD 202696 b,0,1.99600,,517.80000000,1.566000,0.011000,201.6000,,,90.000,,,RV,2019,19/01/17,21 16 53.9534,+27 15 29.2390,189.56,1.91,6.43,0.020,5040.00,,Confirmed planets
HD 202696 c,0,1.86400,,946.60000000,2.342000,0.028000,136.8000,,,90.000,,,RV,2019,19/01/17,21 16 53.9534,+27 15 29.2390,189.56,1.91,6.43,0.020,5040.00,,Confirmed planets
Kepler-1083 b,0,,0.300,33.417799300,,,,,,,,,transit,2016,16/05/10,18 52 38.8568,+45 11 53.9173,926.269,0.81,0.77,-0.02,5049.0,,Confirmed planets
BD+48 740 b,0,1.70000,,733.00000000,1.700000,0.760000,100.0000,,,,,,RV,2018,18/02/01,02 42 58.2182,+48 55 48.2258,678.94,1.09,10.33,-0.130,4534.00,,Confirmed planets
